lookback,horizon,n_seeds,seeds,common_validation_start_t,selected_correction_methods,val_per_kwp_rmse_mean,val_per_kwp_rmse_std,val_per_kwp_mae_mean,val_per_kwp_mae_std,val_per_kwp_r2_mean,val_per_kwp_r2_std,val_bias_pct_of_reference_capacity_mean,val_bias_pct_of_reference_capacity_std,val_daylight_per_kwp_rmse_mean,val_daylight_per_kwp_rmse_std,val_daylight_per_kwp_mae_mean,val_daylight_per_kwp_mae_std,val_daylight_per_kwp_r2_mean,val_daylight_per_kwp_r2_std,val_reference_kw_rmse_mean,val_reference_kw_rmse_std,val_reference_kw_mae_mean,val_reference_kw_mae_std,best_epoch_mean,best_epoch_std,training_seconds_mean,training_seconds_std,selection_metric,selection_used_test
24,24,3,"1,2,3",168,horizon_daylight_bias,0.05741324800210631,0.00033365283549039853,0.0250346952325789,0.00043029631781369375,0.9504215957492054,0.0005761423281480599,0.010394454234117266,0.0033783162378946286,0.08105465908243877,0.0004710431437631005,0.04989695490596966,0.0008576288134002483,0.8881716268322419,0.0012995387859594024,193.48264574118116,1.1244100662795706,84.36692292706473,1.4500985801070585,1.0,0.0,299.88435411453247,20.75108924854745,val_daylight_per_kwp_rmse_mean,False
