lookback,horizon,n_seeds,seeds,common_validation_start_t,selected_correction_methods,val_per_kwp_rmse_mean,val_per_kwp_rmse_std,val_per_kwp_mae_mean,val_per_kwp_mae_std,val_per_kwp_r2_mean,val_per_kwp_r2_std,val_bias_pct_of_reference_capacity_mean,val_bias_pct_of_reference_capacity_std,val_daylight_per_kwp_rmse_mean,val_daylight_per_kwp_rmse_std,val_daylight_per_kwp_mae_mean,val_daylight_per_kwp_mae_std,val_daylight_per_kwp_r2_mean,val_daylight_per_kwp_r2_std,val_reference_kw_rmse_mean,val_reference_kw_rmse_std,val_reference_kw_mae_mean,val_reference_kw_mae_std,best_epoch_mean,best_epoch_std,training_seconds_mean,training_seconds_std,selection_metric,selection_used_test
24,48,3,"1,2,3",168,horizon_daylight_bias,0.06536429182137547,0.00027843446966151843,0.029109002599299702,0.00028736689593047195,0.9357441784033155,0.0005479912349949769,0.012683992710489434,0.006010512274579698,0.09226859202315026,0.00039303962103023627,0.0580034721176795,0.0005726159004859289,0.8550950307179367,0.0012357892421356652,220.27766342668073,0.9383241706708499,98.09733873721613,0.9684264406034555,1.0,0.0,338.83158135414124,10.876948689378242,val_daylight_per_kwp_rmse_mean,False
